,gush_number,lat_lon,restaurant_number
8498,100550,"31.0040563350385,34.787046272909286",4
8499,2450,"31.78425116789901,34.64133898716501",60
8500,2439,"31.782274991061225,34.63690171745073",60
8501,1926,"31.64454439571888,34.53812895887853",39
8502,12231,"32.48597903576958,35.030182493328006",60
8503,12233,"32.47947896845773,35.01740197203693",60
8504,1279,"31.631871397733686,34.56954798961399",28
8505,1734,"31.627871686985795,34.551521834450085",17
8506,3066,"31.63555717379414,34.55716113102334",36
8507,30178,"31.749311642237164,35.230293774305856",60
8508,38375,"31.278541673862016,34.800709678213735",60
8509,38157,"31.272938362003796,34.80152718844583",60
8510,2447,"31.791403946296512,34.64288932192222",60
8511,38478,"31.214178704745773,34.81816981145945",60
8512,1729,"31.647114966074366,34.55022490911453",60
8513,12235,"32.478885732494895,35.029991602053876",59
8514,10078,"32.4733287244124,35.0108671483798",59
8515,3063,"31.63300037875843,34.54663529414525",13
8516,29945,"31.757654755261843,35.14929829031831",34
8517,1924,"31.636942128788775,34.53713598053159",19
8518,2292,"31.50704124260186,34.60739122484379",48
8519,3067,"31.63416594937844,34.56191432564928",35
8520,17523,"32.71986957154539,35.318628810874145",60
8521,911,"31.50222015704333,34.53139696947261",4
8522,1731,"31.641137354711955,34.55558705379099",60
8523,1732,"31.640153554867368,34.55993133582679",60
8524,39670,"31.29443858514675,34.62392645473661",17
8525,39682,"31.089389857358913,35.384910621775745",0
8526,17547,"32.80434519036411,35.3729523941087",8
8527,39500,"31.08093439713936,35.0374818223395",38
8528,10086,"32.463602459037624,35.02337582304235",53
8529,12238,"32.47000358242135,35.02801906214313",30
8530,12191,"32.47456234281277,35.02729260408923",35
8531,912,"31.501228522477227,34.52284326455864",2
8532,100141,"31.308638979251683,35.36408197284935",2
8533,30152,"31.75352693619481,35.23002242667831",60
8534,39626,"31.426048567762994,34.584503895483074",60
8535,3065,"31.638205920086488,34.55498161606231",53
8536,30380,"31.771076059249417,35.15208441273899",58
8537,38477,"31.214058067846956,34.81263026679397",60
8538,18077,"32.87084346691275,35.105481188751426",50
8539,929,"31.501945788097164,34.54287895326687",3
8540,17545,"32.80369630480868,35.36770308053511",7
8541,30754,"31.77208694186924,35.14806327674108",60
8542,40096,"29.546116072179665,34.93238091452991",60
8543,930,"31.499129700029314,34.538991001318685",4
8544,30756,"31.767244226069987,35.14058471413902",50
8545,39552,"31.316849284342837,34.61615015321908",18
8546,40091,"29.559077267660477,34.933889898018904",60
8547,7091,"32.07772365992539,34.77261543447247",60
8548,1946,"31.6692243660825,34.55126640713394",60
8549,3160,"31.822508291324514,34.68089173931417",60
8550,197,"31.818260634123238,34.67995292912824",60
8551,30837,"31.76207166138301,35.1683124771785",60
8552,30394,"31.757947338525245,35.155658229368804",60
8553,6349,"32.11828334504988,34.898292668390845",60
8554,30117,"31.749115695550685,35.22234884959405",60
8555,30118,"31.74812112116003,35.22485142110039",60
8556,6571,"32.12345776527053,34.881132058300864",60
8557,6352,"32.111661828687474,34.882468753787634",60
8558,6351,"32.116728149682636,34.88833772749415",60
8559,6576,"32.120954703026335,34.88887558979943",60
8560,6570,"32.117136428196446,34.88107784259071",60
8561,39537,"30.986499244336176,34.92864854267556",18
8562,39535,"30.98977807604619,34.92640996631565",17
8563,39646,"30.986381504782955,34.92284008592985",16
8564,4540,"31.857806628479626,34.821268463035395",40
8565,4549,"31.859348009372766,34.8237035138654",50
8566,4734,"31.909110858902142,34.8824438311991",60
8567,4391,"31.91274413795954,34.87992898843846",60
8568,38447,"31.274327429818797,34.8076697760118",60
8569,6324,"32.0914844014938,34.898243493419116",60
8570,38585,"31.27285094496327,35.23365939174333",30
8571,1953,"31.665970335831386,34.54715510878899",60
8572,30425,"31.74552110084781,35.167783451115056",56
8573,30424,"31.749520760382588,35.1696118461987",55
8574,30395,"31.761923146322758,35.16546127655456",60
8575,10096,"32.48886775725492,34.968031529476086",60
8576,5938,"31.91294860529567,34.87483851308773",60
8577,6885,"32.11023671331989,34.78718385987477",60
8578,10124,"32.480979806400896,34.959184893724405",60
8579,40036,"29.53754822017281,34.908228092193184",20
8580,39122,"29.553508836908385,34.87880814290905",0
8581,39121,"29.588469508117967,34.869529351382695",0
8582,10142,"32.47156000679676,34.954173038373966",50
8583,31401,"31.747396596763963,35.16991149871039",55
8584,11557,"32.82593895392332,35.09083993169892",60
8585,30696,"31.74875937166389,35.226589802961726",60
8586,39174,"31.126581433533808,35.40635815531402",0
8587,39186,"31.333323488802836,35.43083171674234",0
8588,15084,"32.7936935914361,35.499957127905155",35
8589,38448,"31.27313063400046,34.808919638144715",60
8590,6025,"32.02428069756694,34.81031245902008",60
8591,30695,"31.752205336165975,35.2259152518414",60
8592,39153,"30.80586533674469,35.32455913399298",0
8593,39154,"30.917811869772155,35.36205606708338",1
8594,39155,"30.9081319651745,35.353998174687725",1
8595,6591,"32.155760887048594,34.80541328857682",60
8596,39199,"31.056695877524266,35.43246883376406",0
8597,6883,"32.11668611760349,34.787536316309485",60
8598,1974,"31.719102158322602,34.590682536017724",7
8599,39156,"30.939052362081163,35.39719946310107",1
8600,10080,"32.46570299438313,35.002444812775394",60
8601,6594,"32.15495128972575,34.80981691110485",60
8602,30016,"31.76172831410165,35.22078130834605",60
8603,38491,"31.257866669992257,34.75636403359569",52
8604,6031,"32.031785823960654,34.813422901677605",40
8605,1975,"31.72489207632583,34.59396362215431",5
8606,30423,"31.751129397724217,35.16979170674082",54
8607,4446,"31.92214804291224,34.87291130145306",60
8608,38455,"31.22376915765982,34.815613434441815",60
8609,6029,"32.02737117020071,34.816326859044565",60
8610,1928,"31.653094274704863,34.541232715981614",60
8611,18134,"32.994310845259264,35.09524051170175",60
8612,30427,"31.7485828802018,35.17221462714341",53
8613,1957,"31.65891442964011,34.54182384336257",60
8614,1954,"31.66201811377347,34.54493230892559",60
8615,31402,"31.748144030557587,35.174042123757125",53
8616,8048,"32.27190353055401,35.01471116898117",49
8617,6884,"32.11418104423703,34.7872077905868",60
8618,6030,"32.027913998407456,34.80967397819303",60
8619,6789,"32.010014547638676,34.80782249056689",60
8620,39141,"30.51235537566975,35.190215143895955",2
8621,39140,"30.4899700405068,35.187676971744914",2
8622,6788,"32.01410770121397,34.8099351095123",60
8623,6840,"32.01631929989793,34.8144258282237",58
8624,39142,"30.55282644679581,35.20204134763505",4
8625,1491,"31.634455601199786,34.69333474565168",10
8626,11247,"32.68304030953238,35.17508042867412",35
8627,17180,"32.67936297153201,35.180958359304796",28
8628,17182,"32.68075245314459,35.19064841353124",31
8629,6783,"32.018041060692525,34.80691254281226",60
8630,30390,"31.76435740851392,35.15341578720924",60
8631,30393,"31.761018361173633,35.15528686092928",60
8632,17251,"32.66937593583063,35.184944865383976",1
8633,19231,"32.88740915072324,35.28954220520892",60
8634,21190,"32.88298146201623,35.29450341619387",60
8635,11185,"32.77117634656355,35.0323355094587",60
8636,13397,"33.21897760153647,35.567626652341616",60
8637,14083,"33.224804264083396,35.566542804338056",60
8638,13143,"33.21954393529592,35.5667536178765",60
8639,15179,"32.77244294284009,35.438820669114975",9
8640,100221,"31.309892198625505,34.8279449940159",5
8641,15280,"32.785243439808816,35.50820808512138",60
8642,30723,"31.810714031647237,35.19926817936461",60
8643,28046,"31.734123322376448,35.197104124879665",60
8644,10062,"32.416307904063,34.94802819788249",60
8645,7920,"32.40512761024446,34.93954364528469",34
8646,9091,"32.40380279995139,34.944970021984034",26
8647,31071,"31.883337679923912,35.21746657139969",60
8648,30571,"31.807928812971124,35.253150059660626",60
8649,101072,"31.355988946024546,34.585887937626055",0
8650,16884,"32.68594297139899,35.266078164537284",60
8651,17856,"32.733301014159395,35.249412565711154",20
8652,17805,"32.671745351710776,35.24259679759987",20
8653,17439,"32.66607506107578,35.24189014635595",23
8654,17809,"32.67531798192441,35.233114767090264",25
8655,17804,"32.67310033323229,35.237996071580625",22
8656,17803,"32.67567045426197,35.23398431741606",23
8657,100993,"31.36006512777153,34.556688967852025",0
8658,101007,"31.3620780366334,34.546359268796614",0
8659,400157,"31.435575395689476,34.724154582895096",0
8660,101010,"31.43400090626238,34.71647232023446",0
8661,6957,"32.09221219576796,34.779849370840246",60
8662,17489,"32.72780062865797,35.2478774826207",20
8663,30987,"31.731314102090032,35.196491030794576",60
8664,17518,"32.73192928226582,35.32053202266418",60
8665,17286,"32.66433053942078,35.22408423891705",25
8666,11146,"32.772599497318105,35.034047857616436",60
8667,6488,"32.04425110820369,34.85811468444358",60
8668,15167,"32.70178909712392,35.56678139437617",31
8669,17822,"32.73054448601275,35.33061865612934",60
8670,17458,"32.665292085522296,35.235362918339",24
8671,15168,"32.69821301452773,35.57291487537569",31
8672,400574,"31.36485177903559,34.577186263213",0
8673,400582,"31.36689267643565,34.566201956517766",0
8674,101070,"31.369249600272813,34.56767297780912",0
8675,101060,"31.364658609035953,34.57154977380019",0
8676,18560,"32.84191362433978,35.218930752100334",29
8677,17459,"32.668968756809555,35.22990453797328",22
8678,15166,"32.7066828794925,35.573230144397094",31
8679,18557,"32.83134854611176,35.212618821327226",33
8680,14013,"33.21806771983303,35.5601831625975",60
8681,13107,"33.21560187254896,35.56788389792746",60
8682,17495,"32.72327659572839,35.21580308912473",24
8683,17470,"32.73724408361899,35.329719616974444",45
8684,6967,"32.083731205309874,34.768733138280645",60
8685,6844,"32.12644401614914,34.896213734969905",60
8686,8286,"32.39934214905862,34.93179135763724",23
8687,13220,"33.224137684503845,35.56828971826326",57
8688,10410,"32.42249031203019,34.9384116268458",60
8689,101075,"31.336947586763962,34.71119285838108",2
8690,8287,"32.39636952756728,34.95049342639702",11
8691,7729,"32.41011470524354,34.9514629063204",57
8692,16856,"32.62651465737947,35.258993252466674",54
8693,16859,"32.634569087451766,35.25651900015762",32
8694,4744,"31.912117313165805,34.852798539754254",57
8695,5170,"31.87780449262237,34.73497715823877",51
8696,17844,"32.761155325106365,35.28516736098029",1
8697,13145,"33.21280627076232,35.56703504166674",60
8698,14020,"33.21058924882298,35.559433313720874",60
8699,13109,"33.2083637437934,35.56727147658447",60
8700,20576,"32.55941880945343,35.330280074366414",7
8701,20538,"32.56124906715848,35.321832348857846",3
8702,19609,"32.87325360852599,35.19910926881701",42
8703,39837,"31.18602973138111,34.84056129074186",10
8704,100779,"31.192550049438484,34.839992090943795",10
8705,38247,"31.27432381781062,34.824964626730925",60
8706,15793,"32.78303203395991,35.525913176019515",60
8707,15126,"32.783686961880065,35.52330372441004",60
8708,7726,"32.428961790311504,34.955151434934166",55
8709,7731,"32.426796478512635,34.94412536102113",60
8710,100251,"31.377420680591676,34.40483168536679",0
8711,19418,"32.862515107813614,35.35621683934064",37
8712,19415,"32.86699999856187,35.361195095796724",38
8713,2961,"31.570424645039406,34.789729059937955",6
8714,3033,"31.57780431112128,34.78258021214175",33
8715,20718,"32.54254411925616,35.20508520127488",3
8716,15127,"32.78667287674272,35.51955508223209",60
8717,40180,"29.5522042332258,34.95757396020192",60
8718,3940,"31.972166007255144,34.82201145029982",60
8719,19416,"32.86610353231081,35.35547934684577",40
8720,20715,"32.54640061277492,35.20144592580113",6
8721,20716,"32.54037531811117,35.197096565984644",2
8722,6498,"32.043627230549305,34.87099855378262",60
8723,20577,"32.555482745163154,35.334373512113366",7
8724,400238,"31.301318972562427,34.9442464569205",18
8725,19048,"32.90969831799635,35.25763769948557",53
8726,15301,"32.78155446090589,35.52247456925677",60
8727,7725,"32.427487276452915,34.9665589676525",13
8728,7714,"32.43513683660924,34.96547597046124",16
8729,18791,"32.95612177436911,35.1693428441155",60
8730,2968,"31.564968077162376,34.78812128809721",3
8731,11307,"32.57046404806255,34.960552765908545",60
8732,20397,"32.54569276410026,35.19271710911675",10
8733,19410,"32.864100031581835,35.36429721272836",30
8734,15791,"32.78870770908644,35.51867494871836",60
8735,19041,"32.91359936713034,35.24962964600592",56
8736,100844,"31.188041905025774,34.84306305261133",10
8737,15064,"32.781897575498284,35.53087753636588",60
8738,18792,"32.957815674128845,35.173122969075365",60
8739,100780,"31.19036032504492,34.84142088086294",10
8740,18198,"33.04875346081491,35.10384720202298",13
8741,15159,"32.78295397015186,35.5289342989696",60
8742,38197,"31.277393384384833,34.819166206010024",60
8743,16752,"32.635953863055235,35.28754029328143",44
8744,19191,"33.01327626312652,35.26661078886628",60
8745,34283,"31.67799001710585,34.992595756675996",8
8746,4741,"31.91458739870669,34.83747803035412",60
8747,16765,"32.64026863454282,35.26983305309665",13
8748,16751,"32.63552100944576,35.281692683141436",47
8749,22863,"32.52444928367897,35.48076590811026",30
8750,18374,"33.01319597819605,35.26455740986755",60
8751,16750,"32.63313988843452,35.276301144203686",60
8752,16766,"32.6420148269843,35.27627551190252",8
8753,400155,"31.443734140517922,34.79221118822536",7
8754,3642,"31.940710477740666,34.80525730205829",60
8755,60153,"31.847039008304442,34.43201672814825",0
8756,60158,"31.806694434214204,34.408436770395916",0
8757,60151,"31.80673062082621,34.52650025960625",0
8758,60152,"31.82689376583782,34.47926862660702",0
8759,60162,"31.74621708810101,34.43209731935894",0
8760,16858,"32.63648019105447,35.263201593794136",30
8761,16747,"32.63116821908847,35.27041925287481",60
8762,100043,"31.291036955484998,35.26012279746762",1
8763,16857,"32.62617973707296,35.26578107003959",60
8764,18375,"33.0161829984597,35.26749736396402",60
8765,31319,"31.79899574407233,35.22962118847551",60
8766,31318,"31.79861944492062,35.22764686204972",60
8767,31331,"31.796465637628764,35.22732907297907",60
8768,60145,"31.82982123717483,34.592910888410564",0
8769,17893,"32.756031827611594,35.216061179179675",30
8770,2567,"31.642570653470493,34.60941834362285",60
8771,2600,"31.648000555245503,34.596580011298045",60
8772,2572,"31.636314878737156,34.60890633017076",39
8773,11115,"32.81351477514293,34.99992118231848",60
8774,1470,"31.63892302452674,34.58591279617271",60
8775,2898,"31.632533657831885,34.59959391847204",25
8776,1280,"31.624167018264902,34.56151906405202",13
8777,10603,"32.699222304782566,35.14601530859981",57
8778,10384,"32.76781887780205,35.12515299825104",4
8779,11217,"32.77584463889584,35.03446407806619",60
8780,12608,"32.778061806525166,35.03742478578975",60
8781,39666,"31.299733871643635,34.61959525526187",18
8782,19571,"32.98189175799011,35.37379408542121",25
8783,10006,"32.45379161665343,34.88661909558021",60
8784,100319,"31.30979189963198,34.426200537164966",3
8785,11132,"32.758578770974495,35.08808819026906",5
8786,15204,"32.72412353090229,35.62280133023309",2
8787,17846,"32.756642380929534,35.22071781204812",28
8788,1164,"31.653508261740242,34.602662357923904",60
8789,1469,"31.643509180183504,34.58724816896489",60
8790,29939,"31.720152727428353,35.22910497106802",60
8791,12577,"32.77332200427027,35.08984059598845",14
8792,11136,"32.75227803601866,35.083478911133334",20
8793,1735,"31.624280980354495,34.55114765878279",13
8794,1437,"31.61617492829713,34.53461025120098",9
8795,15443,"32.71350334646526,35.498038097342764",6
8796,11208,"32.773287644521844,35.03502938844134",60
8797,400453,"31.137372978069227,34.95134181746971",0
8798,400475,"31.09215961147591,34.99695166735048",1
8799,15117,"32.766676520239486,35.641046262499565",3
8800,22865,"32.515784042406516,35.45705025629643",14
8801,400810,"31.284361702634254,34.88093916260099",3
8802,1736,"31.63153983675667,34.54111836833693",11
8803,10387,"32.765764810151914,35.11944483023811",5
8804,19562,"32.98254491037347,35.3823827760277",24
8805,22730,"32.537844690903775,35.477938609059976",4
8806,2601,"31.644231293766683,34.594748579648204",60
8807,2575,"31.632402424993725,34.6006206368241",22
8808,1438,"31.62249765744504,34.5384138929598",6
8809,15713,"32.710686016137295,35.6093457531502",18
8810,22729,"32.536511664921825,35.4652803698099",7
8811,30363,"31.782446107253595,35.156511444207325",60
8812,10901,"32.804355363957804,35.01540157971862",60
8813,15714,"32.704716257931075,35.59977416226201",23
8814,23146,"32.535971645863114,35.458958488333785",9
8815,23153,"32.522057979132576,35.46179756823802",20
8816,23147,"32.52805110866326,35.45476832386968",10
8817,23152,"32.52526279142248,35.46569192655327",26
8818,400760,"31.337111454466946,34.71541215661412",2
8819,3117,"31.51326749201434,34.880482212461956",0
8820,19510,"32.98072859977626,35.36438100442902",37
8821,15726,"32.84725000297264,35.61695493044587",0
8822,15715,"32.700192253115056,35.5912169621922",24
8823,30357,"31.783958176587305,35.16090913036702",60
8824,3102,"31.544406651413553,34.73305247438453",0
8825,5383,"31.981409840137495,34.77501501279607",60
8826,10488,"32.75334757386193,35.198786525357896",29
8827,10338,"32.76125727563591,35.20730632187946",18
8828,15118,"32.74603577231579,35.63626772525858",1
8829,3135,"31.56278960534191,34.84262536839179",1
8830,30346,"31.77821024873106,35.17556876679349",40
8831,2528,"31.68165009984529,34.55711404507926",60
8832,400381,"31.094279772183224,34.996660723119994",0
8833,15206,"32.71480118569849,35.63072312368725",1
8834,2571,"31.638586991012428,34.601697349410244",52
8835,1448,"31.645513060687538,34.60017911369402",60
8836,1273,"31.625156006690766,34.57123471711205",14
8837,30351,"31.777476384514987,35.166493279835386",60
8838,2642,"31.87193740360224,34.780522850265015",60
8839,1970,"31.712873140144914,34.58781065713102",10
8840,400412,"31.124300249166083,34.93639619276444",0
8841,100240,"31.428454997804906,34.642599235066484",1
8842,15199,"32.731130306433506,35.630984007796386",1
8843,10601,"32.70182045934938,35.14066907815724",55
8844,30344,"31.7787562183818,35.17917306572376",58
8845,8817,"32.39294377714084,35.028180374440865",38
8846,15205,"32.71627019171707,35.617281739357175",15
8847,30388,"31.77769168958841,35.17097016550505",60
8848,1968,"31.709161484235064,34.582757145110854",33
8849,30853,"31.775123730219814,35.164512934161685",60
8850,400118,"31.33958212012787,34.714966713938026",2
8851,34357,"31.703648063521296,34.98609180776844",26
8852,34293,"31.688019059172483,34.98202728784123",24
8853,34355,"31.707371416389357,34.98144277586544",25
8854,34356,"31.703048699592745,34.980701650333756",24
8855,100362,"31.323676526392916,34.94030118177007",13
8856,100363,"31.321168446629287,34.94088479989571",16
8857,100367,"31.3310433069776,34.94690419633772",3
8858,17134,"32.70751837696693,35.05349735355072",60
8859,17135,"32.71257799360219,35.048109300897266",60
8860,17131,"32.71656404507215,35.06219420476182",60
8861,17792,"32.719815319929765,35.06259751773924",60
8862,17133,"32.70974316108773,35.061897332349325",60
8863,100497,"31.38522223173036,34.75997262708251",60
8864,100645,"31.237221180858775,34.42742007647536",6
8865,100646,"31.233273605092496,34.42618021462855",6
8866,18451,"32.93629550814909,35.187098351120795",60
8867,5507,"32.095872624979144,34.957937629547814",60
8868,34279,"31.714350311013508,34.98206667031161",31
8869,34277,"31.71630658278508,34.98281161392526",34
8870,100360,"31.325731014652664,34.94723403761298",9
8871,34517,"31.70238691383747,34.99111607240626",26
8872,100366,"31.331749893586373,34.94140306156602",3
8873,100430,"31.200816165926707,34.84069097843077",16
8874,100528,"31.15836160538216,35.01887418425393",4
8875,34577,"31.69709467248506,34.98784684329208",25
8876,38138,"31.23971236151887,34.7774447655242",60
8877,100331,"31.237541944384322,34.431783968151194",6
8878,6130,"32.054283645006514,34.80194947834811",60
8879,5134,"31.832948854799312,34.75381376228042",32
8880,100434,"31.29917856035266,34.92904628660285",20
8881,100548,"31.011922535899295,34.78863748110229",3
8882,100309,"31.257135631336368,34.40690804272718",6
8883,100439,"31.30009577213319,34.935467138638906",18
8884,400012,"31.48597348413624,34.66908482020091",6
8885,100604,"31.3840666536953,34.74197068759454",60
8886,400097,"31.12578629192211,34.93245631934417",0
8887,400098,"31.235006277370648,35.17191389341293",10
8888,7186,"32.10083318149999,34.78730332908472",60
8889,100313,"31.360511603980793,34.39171695020268",0
8890,100327,"31.334373280033496,34.389826802480215",1
8891,80035,"31.709767046544098,34.96751925534004",28
8892,100482,"31.41177703259184,34.615878091894274",53
8893,5214,"31.754990337434474,34.984703821989996",60
8894,30529,"31.792468090070503,35.24652158320579",60
8895,100911,"31.24552595523383,35.09957755055",5
8896,100496,"31.385674498355478,34.75756676037387",60
8897,7099,"32.071506450400896,34.782958715575994",60
8898,400127,"31.34154238108728,34.70449244460005",2
8899,400219,"31.118761145862752,34.91295278841801",0
8900,400060,"31.373049229716482,34.44303193625282",0
8901,400087,"31.407990762983477,34.6731441670756",0
8902,23257,"32.56148857153566,35.557022519343434",0
8903,8958,"32.400959606730936,34.994652157974706",5
8904,8959,"32.40678483779878,34.99257543964874",4
8905,10024,"32.44244219712303,34.955635000681816",38
8906,10025,"32.444751609487746,34.94404880553913",60
8907,31297,"31.801579428776204,35.19883388933595",60
8908,10019,"32.456557801395185,34.936876783246475",60
8909,18442,"32.94508654866552,35.18080067059227",60
8910,6660,"32.13377899838855,34.90229316364499",60
8911,6155,"32.07535343490032,34.80565828911017",60
8912,19799,"32.977882819495704,35.0979742065478",56
8913,21132,"32.97803669236318,35.10299256327812",60
8914,18888,"32.96192434435924,35.18902011794183",60
8915,19417,"32.86795574532068,35.349964019083366",40
8916,19402,"32.87251726239586,35.35901946093733",40
8917,19409,"32.867665783883304,35.36636680133504",32
8918,40134,"29.544765719615313,34.9430735558778",60
8919,17695,"32.8308065785372,35.246985663021874",39
8920,17692,"32.8316094021707,35.231503756642326",44
8921,18561,"32.83851541360518,35.22889498430191",26
8922,100485,"31.22925500218516,34.420010204007085",6
8923,23255,"32.56499921805152,35.563105750692834",0
8924,8223,"32.39664193236248,34.98385831626344",6
8925,10023,"32.44909824305389,34.951806352194986",60
8926,30224,"31.804673926033246,35.19529511191099",60
8927,10038,"32.43249148970087,34.92875324641923",60
8928,21105,"32.83028818858196,35.2369426958259",39
8929,10043,"32.42218411877265,34.91075997730941",60
8930,23256,"32.56401250953128,35.55995594427569",0
8931,8814,"32.410199130545685,35.00439907941737",27
8932,8799,"32.424175445910684,34.997281909209306",9
8933,8800,"32.41462235729575,35.00257220858918",20
8934,40121,"29.542661673023158,34.925135734208304",60
8935,22762,"32.55654708240597,35.555537179755945",0
8936,7722,"32.40819386120271,34.972909822479316",7
8937,10029,"32.438019940897206,34.95711868086014",32
8938,10409,"32.417455532893236,34.92688414875116",60
8939,10404,"32.4172744118385,34.93897735711149",60
8940,14424,"33.00490998236814,35.54153122181758",11
8941,10039,"32.407635962465335,34.91501867091495",40
8942,7450,"32.070998135144016,34.773325743442",60
8943,18782,"32.96666849535388,35.11374336255051",26
8944,19951,"32.98185371367925,35.1087698834019",60
8945,4631,"31.907167352543105,34.921318183298084",11
8946,3109,"31.45527760997565,34.81772463724299",0
8947,40136,"29.549759333415768,34.94860432226036",60
8948,22761,"32.55738898090233,35.548434692492314",0
8949,10405,"32.41185256457483,34.94021795641592",60
8950,30239,"31.80012194450678,35.204787337709085",60
8951,30238,"31.802913592121453,35.204430904540196",60
8952,31424,"31.802996107887648,35.201402745126046",60
8953,10665,"32.46824592774901,34.93664054795568",32
8954,10662,"32.47708557656727,34.93895065113342",35
8955,4632,"31.909168930495692,34.913090577706775",14
8956,4633,"31.902531174441652,34.91436281007036",5
8957,3127,"31.50508509261165,34.83942581796602",0
8958,3126,"31.479253335062715,34.83897160127918",0
8959,17688,"32.82434731629898,35.24620296211074",38
8960,7717,"32.42618226557667,34.9810145032876",8
8961,7718,"32.42215614596502,34.97654611658614",10
8962,8918,"32.403016755036255,35.00805713579236",38
8963,10040,"32.416362324330336,34.918373048843925",60
8964,13783,"33.02406545696371,35.59208296341911",10
8965,40137,"29.54765347148795,34.95058481939804",60
8966,40163,"29.550134877218078,34.9669690812701",60
8967,23258,"32.5582320514538,35.551946002120964",0
8968,40178,"29.5503785609853,34.956911190686114",60
8969,100669,"31.21638387507144,34.42076600794861",3
8970,39549,"30.992165837623233,34.9265742067157",18
8971,14421,"33.01365990438458,35.54679079396157",5
8972,14415,"33.02472399660694,35.54971184521175",11
8973,13677,"32.99537298056101,35.43534746680848",21
8974,10018,"32.45482562591256,34.94600433006365",60
8975,14417,"33.01579874479192,35.55489252394329",7
8976,13815,"33.01878679903097,35.565535554362",10
8977,18483,"32.976323953097086,35.11369064736022",28
8978,13991,"33.05922896544577,35.598648206540496",11
8979,22763,"32.556611368853645,35.56120960005748",0
8980,7719,"32.41410187002304,34.981479305924964",3
8981,8960,"32.410839082355515,34.991515005884665",3
8982,7891,"32.40407393792015,34.98028657750492",7
8983,10053,"32.45539012843401,34.93405305921838",60
8984,22764,"32.54992665643679,35.54373060267542",0
8985,8790,"32.42965663335448,34.99285562254579",5
8986,8835,"32.42511084077102,34.98799442358217",4
8987,13032,"33.060028076034676,35.61215378187227",4
8988,40179,"29.55165171732829,34.95574445329381",60
8989,16876,"32.68142164595553,35.266879314010055",60
8990,22756,"32.55704183730552,35.54193541550022",0
8991,23259,"32.55598299632153,35.54706772849442",0
8992,10022,"32.44931451286491,34.94479587293446",60
8993,263,"31.465539200224125,34.66602330197322",3
8994,100216,"31.30000114224927,34.83058239163826",10
8995,39905,"30.99472014758251,34.92300212460375",17
8996,16817,"32.586701189549885,35.30284517697609",60
8997,1907,"31.60150444363949,34.77450311152217",60
8998,6160,"32.072880541892324,34.81343076437943",60
8999,7101,"32.0713648504737,34.78734763133058",60
9000,39972,"30.995985472470316,34.93774793102038",17
9001,2059,"31.827769890161687,34.651050534057354",60
9002,7648,"32.187828716573904,34.84018619452266",60
9003,34299,"31.67890580789116,34.93375728676349",11
9004,9215,"32.15321848387675,34.970514018181625",28
9005,7637,"32.15226285984254,34.9645854549124",31
9006,8807,"32.15317002340203,34.97338456831726",28
9007,7640,"32.150738989306504,34.97816190942144",28
9008,10707,"32.74739863529001,34.97091357162399",44
9009,6336,"32.118789893021905,34.83531402547096",60
9010,100308,"31.279973353727886,34.37084929488775",1
9011,6466,"31.998382888790736,34.877529142068994",51
9012,5290,"31.951276493127178,34.90368038658429",60
9013,2197,"31.787895768861567,34.63018783488857",60
9014,2198,"31.78457415450441,34.62835569137987",60
9015,2791,"31.795528082861104,34.63218995167401",60
9016,17381,"32.768022832786066,35.341849949084605",29
9017,3129,"31.485894600869862,34.80734729479779",0
9018,3138,"31.457271701038387,34.79140341541485",6
9019,3108,"31.47152045047264,34.7909242260279",5
9020,5841,"31.603989944933474,34.78027385701947",60
9021,8890,"32.13313549687356,34.95449335111562",60
9022,34345,"31.676413514612147,34.93366763710552",11
9023,8896,"32.14351260855454,34.96511320775891",48
9024,7641,"32.145020811914854,34.97425802165052",44
9025,8395,"32.38963671531685,34.89962999378023",43
9026,17385,"32.75839219521904,35.333475091257675",26
9027,20413,"32.52583172260173,35.15577374854003",60
9028,34331,"31.68181362096656,34.93575836384524",12
9029,7638,"32.15084762688802,34.9709959643082",28
9030,12300,"32.75188390438499,34.97252100594931",38
9031,8363,"32.385018818351206,34.909185739524524",22
9032,9062,"32.13227137687323,34.94591670127999",60
9033,8925,"32.19493839974816,34.83612408165731",48
9034,10569,"32.747492316093236,34.96086987399866",45
9035,20431,"32.560036598567486,35.153443870494144",22
9036,8364,"32.387194398184704,34.91278298321697",22
9037,8367,"32.39176957913016,34.907943668852624",24
9038,6910,"32.07406741974041,34.76936288457277",60
9039,20347,"32.557417530717935,35.145461790275775",30
9040,400161,"31.345289547114163,34.75223971110553",3
9041,100462,"31.34184492941499,34.74885037150884",2
9042,3215,"31.59125905679655,34.77965578207819",60
9043,6567,"32.12559848189428,34.87407111556455",60
9044,8365,"32.37774776438995,34.908980604248285",17
9045,4019,"31.953096482560614,34.90512901367893",60
9046,17150,"32.73185903750525,35.053836669938676",53
9047,8939,"32.06101033124644,34.7789824598725",60
9048,29650,"31.796205319802425,35.02039234511278",6
9049,29649,"31.804450150381587,35.0206810192209",4
9050,8362,"32.380825312453155,34.90913298817703",21
9051,2790,"31.794542454311618,34.62683219180486",60
9052,29654,"31.783199555559012,35.026691849483164",13
9053,29634,"31.788905378018438,35.01965286792577",7
9054,8396,"32.38105365094464,34.90232755764422",29
9055,3026,"31.59075248817519,34.774592077403945",59
9056,5213,"31.748094161472217,34.98529124305784",60
