,gush_number,lat_lon,restaurant_number
9057,30568,"31.764808909717974,35.18267011327044",60
9058,1908,"31.60387914835847,34.77251657994955",60
9059,7459,"32.06986798074348,34.78487738237701",60
9060,7100,"32.071310602006385,34.78438267426915",60
9061,8136,"32.33572756531877,34.90387860820173",52
9062,2018,"31.78303501215383,34.62429694862489",60
9063,30032,"31.770922876820336,35.22863722140216",60
9064,39974,"30.994467374136438,34.93774558817368",17
9065,400210,"31.162289991437703,35.10524344550127",0
9066,3218,"31.57843026093227,34.780421720695806",34
9067,60091,"32.33221500546749,34.74463327970783",0
9068,1837,"31.595721472939022,34.77535252381066",60
9069,100147,"31.204346913673806,34.87383397030978",7
9070,7634,"32.16239696851081,34.96353802569972",37
9071,2981,"31.576212376557216,34.77540734716557",28
9072,3030,"31.583212303044903,34.774719010362446",59
9073,1835,"31.598752207303296,34.771699713923866",60
9074,60098,"32.30855765093912,34.63166732775223",0
9075,60140,"31.87672040378899,34.610545694756645",0
9076,60141,"31.890571280426567,34.568207748413215",0
9077,400368,"31.344205697188414,34.75688559117063",3
9078,400245,"31.246336959802086,34.54201947749017",0
9079,400188,"31.231665373255385,34.53319366444177",2
9080,400595,"31.25049930460088,34.601078302542525",0
9081,400391,"31.25275906505866,34.606098928107386",0
9082,100208,"31.245260428137442,34.606746802281656",0
9083,101039,"31.25533401639576,34.604767997292434",0
9084,101047,"31.254932746289843,34.6092099811199",0
9085,5843,"31.60086647523452,34.780536175700085",60
9086,7250,"32.09053179156512,34.793648013039125",60
9087,100206,"31.25686437709348,34.56657230680811",0
9088,101023,"31.25255372953012,34.585217810698325",0
9089,10690,"32.75283365386841,34.974174696579404",37
9090,100967,"31.325784715385506,34.99863769103349",0
9091,100968,"31.318961653957995,34.986396770742815",0
9092,100969,"31.314152951619548,34.980305136539",0
9093,39036,"30.493442782859294,34.76035732503478",0
9094,39967,"30.61099384411241,34.780155768345104",34
9095,39592,"30.606088778829193,34.80012096924985",34
9096,14719,"33.223275321222836,35.58649663449459",60
9097,38496,"31.269900067994357,35.20380153065437",39
9098,100252,"31.270856754632177,35.188072966422894",39
9099,100250,"31.268367620121893,35.15755257875223",0
9100,39796,"31.06126886232167,34.874838794411815",8
9101,39795,"31.077817812976367,34.850676995969984",1
9102,18929,"32.963475662938215,35.21841560014743",36
9103,400589,"31.499494133137233,34.65868068571489",2
9104,38657,"31.488556686771474,34.64650401883548",2
9105,400590,"31.494371790614636,34.66439961891465",2
9106,2282,"31.483886146915403,34.63462543047745",2
9107,39550,"30.992758734350733,34.93117174982408",19
9108,100916,"31.321868615661,35.00131555083637",0
9109,30657,"31.80280904899955,35.23140934652968",60
9110,100912,"31.326969565102257,35.00541442060967",0
9111,100918,"31.316887820159426,34.993105508717335",0
9112,100171,"31.065391646808415,34.81950699986799",8
9113,38654,"31.49760310159952,34.70624511359073",4
9114,38497,"31.26820571197986,35.204885435928254",37
9115,100026,"31.284126003531338,35.13574015962976",0
9116,2052,"31.846386452118914,34.66043289289249",9
9117,6010,"32.030898516510774,34.7952958551569",60
9118,38592,"31.035953030442297,34.77163706880308",0
9119,39903,"30.991083583097943,34.914649456140886",18
9120,2053,"31.837016385795863,34.65485664898961",60
9121,2058,"31.82809222694719,34.65743156357859",60
9122,100003,"31.342876917308505,35.003777859916156",0
9123,100913,"31.320698386656073,34.994271690021066",0
9124,38498,"31.26608574564219,35.20359928907385",38
9125,100170,"31.052675307531725,34.79651069000622",0
9126,4273,"32.097330465337976,34.94660216075668",60
9127,31426,"31.80605712944345,35.23377523688303",60
9128,30557,"31.81367269990882,35.22842188143898",60
9129,39591,"30.608253292879997,34.803322712071285",34
9130,465,"31.826656554475655,34.66719423207035",60
9131,466,"31.823027263132172,34.659350112528024",60
9132,2330,"31.496727709708054,34.6418457564204",4
9133,2279,"31.495922260306273,34.634217726333816",8
9134,400076,"31.295783853737323,34.99429098197523",0
9135,400405,"31.276779708133706,34.97985191929776",0
9136,400404,"31.27752987021254,34.978180408529774",0
9137,100028,"31.29001708901653,35.168656511422455",0
9138,100034,"31.29900386874904,35.20897370419451",1
9139,100253,"31.286199038771294,35.214383512791215",20
9140,2264,"31.510278465782932,34.63360085636068",12
9141,2329,"31.518986060561403,34.65460337225816",1
9142,400081,"31.301957109493404,34.987793069641334",0
9143,400362,"31.275615875486245,34.97974833866861",0
9144,400079,"31.31233048957028,34.98969609603803",0
9145,100014,"31.29103949049424,34.984011337388964",0
9146,100915,"31.31000289432615,34.98462682001993",0
9147,2328,"31.50660347698486,34.645823612661246",1
9148,100010,"31.318205783151072,34.98543442152715",0
9149,39958,"30.60150334846654,34.81094516802226",34
9150,39957,"30.6063160439291,34.815063539268145",34
9151,39956,"30.611293591568433,34.811901309318195",34
9152,39959,"30.606827627043565,34.80788409104918",34
9153,38495,"31.271781463098637,35.20333380678584",39
9154,38494,"31.274162052200353,35.203164227970184",38
9155,39077,"30.42323944219359,34.6116135060811",0
9156,39109,"29.872609456429334,34.84981929543668",0
9157,39963,"30.596438862262264,34.78606848150107",34
9158,18714,"32.98900818793557,35.230357590487806",16
9159,2287,"31.503684062671176,34.626645686218644",32
9160,39961,"30.60445752106067,34.79619546070649",34
9161,2286,"31.499417295459118,34.62942746425433",23
9162,2278,"31.50201470358522,34.63432801737303",11
9163,100024,"31.289853850758217,35.108212271417194",0
9164,100019,"31.290102605373892,35.090430581528985",0
9165,30556,"31.814084782412408,35.22438020157213",60
9166,39960,"30.601700285159197,34.80094723444522",34
9167,39962,"30.598049268109687,34.79381358261946",34
9168,39032,"30.58952261482022,34.84103490001792",1
9169,13183,"33.22449576073372,35.578723457566056",59
9170,18715,"32.981774370017504,35.228467409820254",25
9171,2281,"31.47990704586883,34.64079529201592",2
9172,273,"31.48365234455227,34.65551922238083",2
9173,1994,"31.667207446964472,34.59303845260277",60
9174,100018,"31.258849005318154,35.0905091071783",6
9175,100025,"31.266501445755686,35.123109395238565",4
9176,1995,"31.665418650889404,34.59191566626947",60
9177,39797,"31.037705580629602,34.88549240714373",6
9178,100130,"31.20932800204966,35.263238816166904",0
9179,12156,"32.50376233466886,35.06841377659788",60
9180,40001,"29.560562558900664,34.9576275486907",60
9181,29655,"31.800106902803996,35.042557021864155",10
9182,30904,"31.794296220639,35.03742577179577",7
9183,852,"31.486282434690214,34.48104380395567",11
9184,13376,"33.21040809713679,35.58070723309735",60
9185,17697,"32.68100611131306,35.2408422697628",23
9186,38365,"31.287307494362597,34.806627550754534",58
9187,8232,"32.33324361216142,34.869909486417995",60
9188,10737,"32.79345534795669,34.959666611680206",60
9189,10730,"32.78911025288823,34.95943184782451",60
9190,7123,"32.00803440715786,34.74749367955411",60
9191,2709,"31.999656309394584,34.738157790443104",60
9192,18060,"32.90432194102411,35.111617617076796",48
9193,18053,"32.91891452655066,35.117182212109654",35
9194,18469,"32.909574383983355,35.1237104661894",38
9195,40052,"29.567941969882497,34.95308226527748",60
9196,29651,"31.805649801458422,35.03681543135794",5
9197,818,"31.469642675465472,34.509544584554355",3
9198,848,"31.462355279777842,34.500272817647414",1
9199,400228,"31.437752779193794,34.810073061549495",1
9200,400372,"31.344059819667965,34.76163734155477",3
9201,38614,"31.270269814955476,34.78043150247175",60
9202,38655,"31.494298105196506,34.71793209998895",4
9203,12148,"32.51404788337375,35.0664105359568",58
9204,6465,"31.99470597171195,34.87197769418821",37
9205,29652,"31.798014409118405,35.028753960401595",6
9206,29653,"31.790216395002336,35.025866115442426",7
9207,29656,"31.79277999169812,35.038765562461165",7
9208,29665,"31.800293540501993,35.03540160960486",7
9209,17801,"32.67982030053515,35.23252084085212",24
9210,830,"31.484586079053283,34.491640847199925",9
9211,8254,"32.31603704068468,34.850359414358515",60
9212,400580,"31.378286711940415,34.577358426109704",1
9213,100997,"31.37265361661185,34.577293590491514",0
9214,400565,"31.378966938303513,34.580026578314715",1
9215,400581,"31.38564029718122,34.55932482863284",0
9216,400566,"31.38119632867606,34.56597608564523",0
9217,4981,"31.982426601179842,34.87037877937832",39
9218,40116,"29.565494839314248,34.96316352713261",60
9219,40000,"29.564784680186648,34.957957670059635",60
9220,40040,"29.553702415467825,34.95327063478587",60
9221,829,"31.48048526372375,34.49620336260388",5
9222,400054,"31.242242111118227,34.890795854133934",1
9223,401008,"31.239933838727044,34.88972220976851",2
9224,5158,"31.951955027900905,34.90058072806782",60
9225,13184,"33.22060379958895,35.577660067858815",60
9226,19206,"32.97899151346751,35.30629761967283",27
9227,19202,"32.975760631752195,35.310051984580916",23
9228,2717,"31.997963716280676,34.74080761655858",60
9229,18029,"32.912201279849185,35.116010241138476",34
9230,100082,"31.1611441695444,35.00495255938708",4
9231,854,"31.475223760867106,34.48445512065045",5
9232,100176,"31.082294732555628,34.7441821287983",0
9233,100987,"31.398123507939896,34.5540764021534",5
9234,400979,"31.399713724322236,34.5619118101872",14
9235,400584,"31.398278810299317,34.560935140979645",9
9236,400056,"31.267335341915178,34.72906614804264",2
9237,400055,"31.26861638261478,34.72387012741207",0
9238,29698,"31.802072090498427,35.053580423231374",9
9239,400661,"31.166504152710957,35.00613227429878",4
9240,828,"31.4756781212071,34.502040550429435",6
9241,849,"31.468784677874044,34.49215299902594",0
9242,850,"31.468340829095496,34.50183090778284",2
9243,8256,"32.31572044852425,34.85295625847438",60
9244,400585,"31.399922563371252,34.56231195002397",14
9245,400586,"31.400694615217663,34.564064408289845",18
9246,8140,"32.32784041887729,34.902367537580155",53
9247,100268,"31.276664061080876,34.7089912493801",0
9248,400207,"31.28362479091736,34.70878409415384",0
9249,100269,"31.29178312215734,34.7324906833596",3
9250,29692,"31.806628085459245,35.04309579664972",9
9251,40029,"29.56723458523611,34.9581202789186",60
9252,40003,"29.5572422182536,34.948740191303266",60
9253,819,"31.473879946486175,34.50870366030958",3
9254,827,"31.482447883940615,34.50053067521457",5
9255,13193,"33.20583739157564,35.58133557805564",60
9256,100174,"31.057045570382886,34.73578834229355",0
9257,8229,"32.33992273844166,34.87611803531029",60
9258,101004,"31.28703717830304,34.71358610990617",0
9259,400168,"31.167871436644695,34.6088992601231",0
9260,400295,"31.159512251318436,34.586156624464984",0
9261,100197,"31.15965760058437,34.556692624536474",0
9262,18466,"32.90098490346293,35.128766300763125",14
9263,855,"31.470199339756935,34.48260092236828",0
9264,100173,"31.07176201368147,34.765557048316126",0
9265,400028,"31.16212649735122,34.64069331437802",0
9266,18032,"32.91026187417977,35.09216185060518",60
9267,856,"31.46321277498639,34.48793442568261",0
9268,17455,"32.68096087308948,35.23895955582289",23
9269,400143,"31.173772778959194,34.98547879864214",2
9270,400192,"31.178739590495812,34.97346062335475",0
9271,100694,"31.186464429262614,34.98553526921062",2
9272,100196,"31.141914618711866,34.59111984364113",0
9273,100194,"31.12395282960581,34.61062312133695",0
9274,29537,"31.79553637866884,35.11012610490334",47
9275,29657,"31.783141177565984,35.03544970658921",7
9276,29703,"31.78890539797991,35.06051357263159",9
9277,17379,"32.68274111337608,35.23678134498268",23
9278,100186,"31.06464030100236,34.670450870108766",0
9279,400033,"31.501829008097317,34.69131393116625",4
9280,400272,"31.503243294564932,34.691626363843206",4
9281,18468,"32.89903692037699,35.12205889887782",33
9282,40145,"29.55249250438689,34.95288504503404",60
9283,40142,"29.554033893377543,34.95041706393014",60
9284,29699,"31.795908779783744,35.055891673016546",7
9285,851,"31.476848779699786,34.49202023163633",5
9286,100191,"31.19349752748659,34.6948750346922",0
9287,100192,"31.185990320484276,34.67044639112573",0
9288,400142,"31.112483503730815,35.01809922245981",0
9289,400187,"31.498842897072404,34.692467402146356",4
9290,29534,"31.801693316615125,35.10781267123355",44
9291,29535,"31.802182861484408,35.10614790179193",43
9292,40004,"29.55558902100856,34.95155463547224",60
9293,29658,"31.78813520682026,35.04215496429736",8
9294,29659,"31.79064995653334,35.0505689245477",7
9295,17802,"32.67839510444243,35.23076423460659",24
9296,17427,"32.67544581323327,35.225334053724",26
9297,400427,"31.105154851560997,34.9322568242843",0
9298,400354,"31.123286258189243,34.58786606054107",0
9299,400335,"31.12821337356533,34.89752502612598",0
9300,100325,"31.013453053151498,34.73338101860816",0
9301,400034,"31.488813640109594,34.72690099681425",4
9302,400035,"31.49155965249714,34.72559993958933",4
9303,18535,"32.91864176135039,35.12684899625249",32
9304,40115,"29.560164722440515,34.95967409222801",60
9305,40114,"29.55436212476467,34.956655861004215",60
9306,400296,"31.0138334047676,34.74940047634788",4
9307,100188,"31.10774975108698,34.65947190849467",0
9308,400293,"31.114186330659535,34.63073895063954",0
9309,400258,"31.204373736293537,34.85419429249441",12
9310,400206,"31.39193427688712,34.775469313098874",60
9311,400169,"31.170960364445975,34.65713876296306",0
9312,400090,"31.144607361997465,34.54912591115462",0
9313,101077,"31.333100905542622,34.715450024921424",2
9314,400154,"31.43890460345659,34.80577060370383",1
9315,400789,"31.43876485023827,34.812228498748645",1
9316,18030,"32.91643025593135,35.09458167331349",60
9317,100398,"31.245794393850407,34.84980245642868",11
9318,100397,"31.250207768581422,34.853860775728556",8
9319,4651,"31.900738195030893,34.9536367084251",27
9320,39554,"31.310877376036434,34.61580068252802",18
9321,29530,"31.800098964272095,35.120169980343604",55
9322,30483,"31.80365514115653,35.12572004817539",59
9323,30232,"31.79744352957631,35.19663293535951",60
9324,10005,"32.4613444281909,34.88783406211827",60
9325,10929,"32.83438950532269,34.9788617446552",60
9326,10197,"32.539116153567896,34.92680173548819",46
9327,2060,"31.821391929876874,34.647558941144894",60
9328,2349,"31.83586296344947,34.63041600564993",60
9329,2076,"31.80327085720881,34.63786424210466",60
9330,6440,"32.17769392390715,34.90690240412998",60
9331,8976,"32.211573134103816,34.87751480940782",60
9332,2002,"31.767566079654983,34.620550010912005",60
9333,10077,"32.4697674016918,35.001457508565",60
9334,38571,"31.26150484518866,34.848911800605585",8
9335,38567,"31.260544800576334,34.85082900687042",7
9336,38574,"31.258862997036953,34.846738844133924",9
9337,38573,"31.261180125277736,34.841013181945854",34
9338,39921,"31.307718546982052,34.61715336170107",18
9339,39902,"31.307587072061814,34.61437937197045",18
9340,39555,"31.311268551053338,34.6198880221173",18
9341,39922,"31.308112227091595,34.619758213441216",18
9342,30482,"31.797720314812764,35.12484241303655",60
9343,30234,"31.79588466672171,35.200334531117655",60
9344,10651,"32.46997008725739,34.89378843436987",34
9345,2061,"31.812246760558395,34.64100152997123",60
9346,2003,"31.77193896173332,34.624546980255126",60
9347,39901,"31.308673831659988,34.61494334159653",18
9348,30237,"31.79752236403681,35.201125849697405",60
9349,10652,"32.47083719528898,34.89952051088378",33
9350,13549,"32.94139164324793,35.53606706448853",32
9351,14464,"32.956639523678625,35.528805567637185",56
9352,7001,"32.06891432175467,34.768069510447944",60
9353,10973,"32.5593987776056,34.92712790099259",58
9354,8975,"32.21711929717728,34.87789733380941",60
9355,400321,"31.24403852638805,34.849853799128965",10
9356,100396,"31.25380251087623,34.85600835286017",5
9357,39920,"31.30822728989084,34.617338427091894",18
9358,2192,"31.78060158799999,34.62741853398795",60
9359,7440,"32.06975878291339,34.78007079873314",60
