gush_number,school_gan,education_type,ethnicity,religious or not
30719,9,H,J,4
30720,2,H,J,4
30723,4,mixed,J,3
30724,1,H,J,4
30725,1,M,J,2
30727,4,H,J,4
30728,1,H,J,4
30729,2,H,J,4
30730,4,H,J,4
30739,3,H,J,4
30757,1,M,J,2
30761,5,H,J,4
30775,2,M,J,2
30778,2,M,J,2
30787,1,A,A,1
30820,3,M,J,2
30837,2,H,J,4
30904,2,H,J,4
30905,2,H,J,4
30912,2,H,J,4
30964,3,M,J,2
31278,3,H,J,4
31286,4,H,J,4
31299,2,A,A,1
31304,1,H,J,4
31306,2,H,J,4
31313,2,A,A,1
31315,1,M,J,2
31317,1,H,J,4
31325,1,M,J,2
31331,1,A,A,1
31338,5,M,J,2
31339,1,M,J,2
31352,2,M,J,2
31396,1,M,J,2
33571,1,M,J,2
34001,1,O,O,0
34071,1,M,J,2
34109,2,M,J,2
34169,2,H,J,4
34202,1,M,J,2
34269,7,H,J,4
34270,4,H,J,4
34271,8,H,J,4
34272,1,H,J,4
34273,6,H,J,4
34274,11,H,J,4
34275,1,H,J,4
34276,2,H,J,4
34278,4,H,J,4
34285,1,H,J,4
34288,1,H,J,4
34297,1,H,J,4
34298,1,H,J,4
34300,4,M,J,2
34312,2,H,J,4
34318,6,H,J,4
34325,2,mixed,J,3
34326,2,M,J,2
34334,1,H,J,4
34355,2,H,J,4
34356,1,H,J,4
34357,1,H,J,4
34504,1,H,J,4
34512,2,M,J,2
34572,3,M,J,2
34868,1,H,J,4
37952,2,H,J,4
38005,1,H,J,4
38006,3,M,J,2
38007,1,M,J,2
38010,1,M,J,2
38020,3,M,J,2
38021,3,M,J,2
38023,2,M,J,2
38025,3,H,J,4
38027,2,H,J,4
38028,1,H,J,4
38029,1,H,J,4
38030,4,M,J,2
38035,4,M,J,2
38058,2,H,J,4
38064,1,M,J,2
38068,1,H,J,4
38069,2,H,J,4
38070,1,M,J,2
38071,10,M,J,2
38072,1,H,J,4
38073,9,H,J,4
38076,2,H,J,4
38078,4,M,J,2
38079,4,M,J,2
38080,2,mixed,J,3
38081,4,H,J,4
38082,3,M,J,2
38085,1,M,J,2
38088,1,M,J,2
38090,3,H,J,4
38091,1,M,J,2
38092,2,H,J,4
38094,5,M,J,2
38098,2,M,J,2
38100,1,M,J,2
38101,5,H,J,4
38102,4,H,J,4
38103,4,M,J,2
38104,5,M,J,2
38105,2,mixed,J,3
38106,3,M,J,2
38107,1,H,J,4
38108,5,M,J,2
38111,3,M,J,2
38112,3,M,J,2
38115,7,M,J,2
38116,4,M,J,2
38117,4,M,J,2
38118,2,M,J,2
38122,7,M,J,2
38124,6,M,J,2
38127,2,mixed,J,3
38128,6,M,J,2
38130,2,M,J,2
38131,5,M,J,2
38133,2,M,J,2
38137,2,M,J,2
38138,5,M,J,2
38139,5,M,J,2
38145,2,M,J,2
38146,6,M,J,2
38157,1,H,J,4
38158,8,H,J,4
38160,2,M,J,2
38161,1,H,J,4
38164,3,M,J,2
38168,3,H,J,4
38174,1,M,J,2
38175,4,H,J,4
38176,2,mixed,J,3
38177,1,H,J,4
38184,1,M,J,2
38185,1,M,J,2
38187,8,H,J,4
38189,5,M,J,2
38190,2,mixed,J,3
38197,2,M,J,2
38201,2,M,J,2
38209,2,H,J,4
38210,2,mixed,J,3
38211,8,H,J,4
38212,1,H,J,4
38217,1,M,J,2
38218,2,mixed,J,3
38223,1,M,J,2
38226,2,M,J,2
38230,1,H,J,4
38231,1,H,J,4
38233,1,H,J,4
38234,2,M,J,2
38235,2,H,J,4
38240,3,M,J,2
38242,2,M,J,2
38252,1,M,J,2
38262,2,H,J,4
38263,1,M,J,2
38264,1,M,J,2
38265,1,H,J,4
38266,2,M,J,2
38268,1,H,J,4
38304,2,mixed,J,3
38327,2,M,J,2
38352,2,M,J,2
38356,1,H,J,4
38365,2,M,J,2
38366,2,M,J,2
38367,4,M,J,2
38368,3,M,J,2
38370,4,M,J,2
38371,4,M,J,2
38374,3,H,J,4
38375,4,M,J,2
38378,2,M,J,2
38382,2,M,J,2
38389,3,M,J,2
38404,2,M,J,2
38442,1,H,J,4
38484,2,M,J,2
38486,1,M,J,2
38563,2,M,J,2
38568,1,M,J,2
38570,1,M,J,2
38571,3,M,J,2
38578,2,M,J,2
38579,1,M,J,2
38582,1,M,J,2
38598,1,M,J,2
38615,1,H,J,4
38616,1,M,J,2
38654,1,M,J,2
38687,6,H,J,4
38935,1,M,J,2
39007,3,M,J,2
39012,1,M,J,2
39022,1,O,O,0
39023,5,M,J,2
39026,2,M,J,2
39042,1,M,J,2
39043,1,M,J,2
39062,1,M,J,2
39111,2,M,J,2
39113,3,M,J,2
39123,1,M,J,2
39128,1,M,J,2
39130,2,M,J,2
39146,1,M,J,2
39157,4,M,J,2
39167,2,M,J,2
39169,2,M,J,2
39206,7,H,J,4
39211,2,H,J,4
39227,2,M,J,2
39233,5,H,J,4
39257,2,M,J,2
39288,2,M,J,2
39496,3,M,J,2
39506,4,H,J,4
39508,1,H,J,4
39510,2,M,J,2
39512,3,H,J,4
39513,2,mixed,J,3
39515,2,mixed,J,3
39518,3,M,J,2
39519,2,mixed,J,3
39520,1,H,J,4
39521,5,H,J,4
39522,1,M,J,2
39523,4,mixed,J,3
39524,1,H,J,4
39525,4,mixed,J,3
39526,3,M,J,2
39527,3,M,J,2
39536,1,H,J,4
39537,2,H,J,4
39538,6,mixed,J,3
39539,5,H,J,4
39546,1,H,J,4
39547,2,mixed,J,3
39549,3,H,J,4
39551,3,M,J,2
39552,4,H,J,4
39553,3,H,J,4
39554,4,H,J,4
39555,3,H,J,4
39556,2,mixed,J,3
39557,3,H,J,4
39561,3,M,J,2
39563,4,H,J,4
39566,3,H,J,4
39568,2,M,J,2
39570,4,H,J,4
39571,1,H,J,4
39573,4,H,J,4
39574,4,H,J,4
39578,1,H,J,4
39579,2,H,J,4
39581,1,H,J,4
39586,2,H,J,4
39592,2,H,J,4
39593,4,mixed,J,3
39596,3,H,J,4
39599,1,M,J,2
39607,2,M,J,2
39608,2,H,J,4
39612,6,H,J,4
39615,3,H,J,4
39616,1,H,J,4
39618,2,H,J,4
39622,2,H,J,4
39624,3,H,J,4
39629,2,H,J,4
39630,8,H,J,4
39631,1,H,J,4
39632,1,M,J,2
39635,2,mixed,J,3
39636,1,H,J,4
39646,1,M,J,2
39648,1,H,J,4
39649,5,H,J,4
39667,4,mixed,J,3
39691,1,M,J,2
39694,1,H,J,4
39695,1,H,J,4
39696,4,H,J,4
39698,3,H,J,4
39729,8,O,O,0
39774,2,O,O,0
39809,2,mixed,J,3
39817,2,H,J,4
39832,2,mixed,J,3
39838,1,M,J,2
39844,1,O,O,0
39845,1,O,O,0
39847,5,O,O,0
39852,1,H,J,4
39870,1,M,J,2
39876,4,H,J,4
39878,1,H,J,4
39901,1,H,J,4
39922,1,H,J,4
39931,1,M,J,2
39943,1,M,J,2
39961,1,M,J,2
40002,3,M,J,2
40003,3,M,J,2
40005,1,M,J,2
40009,1,M,J,2
40010,4,M,J,2
40011,1,H,J,4
40012,2,M,J,2
40025,4,M,J,2
40026,3,M,J,2
40029,2,H,J,4
40037,10,M,J,2
40038,1,M,J,2
40039,2,mixed,J,3
40045,1,M,J,2
40047,5,M,J,2
40048,2,M,J,2
40050,2,M,J,2
40079,1,M,J,2
40081,3,M,J,2
40084,2,M,J,2
40087,2,mixed,J,3
40089,3,M,J,2
40092,5,M,J,2
40093,2,M,J,2
40094,4,M,J,2
40095,1,M,J,2
40096,3,M,J,2
40120,4,M,J,2
40121,2,M,J,2
40122,1,M,J,2
40127,2,M,J,2
41038,3,H,J,4
41855,2,H,J,4
41871,3,H,J,4
42382,2,H,J,4
42564,1,M,J,2
42739,2,H,J,4
45161,2,H,J,4
45534,2,mixed,J,3
47167,1,H,J,4
48025,3,H,J,4
48405,1,H,J,4
48421,1,H,J,4
48470,10,H,J,4
50013,2,M,J,2
80000,3,A,A,1
80010,3,H,J,4
80017,2,A,A,1
80020,1,A,A,1
80021,2,A,A,1
80061,2,mixed,J,3
100005,3,H,J,4
100012,17,O,O,0
100013,1,O,O,0
100021,1,M,J,2
100058,2,O,O,0
100059,1,O,O,0
100061,1,O,O,0
100063,1,O,O,0
100076,21,O,O,0
100084,5,O,O,0
100165,3,O,O,0
100179,1,O,O,0
100185,4,O,O,0
100213,3,M,J,2
100214,1,M,J,2
100217,7,O,O,0
100223,1,M,J,2
100225,1,O,O,0
100227,4,M,J,2
100231,10,O,O,0
100239,3,H,J,4
100242,6,H,J,4
100246,5,M,J,2
100248,2,M,J,2
100251,1,M,J,2
100270,4,M,J,2
100274,3,M,J,2
100282,3,M,J,2
100299,1,M,J,2
100303,2,M,J,2
100307,1,M,J,2
100310,1,M,J,2
100313,1,M,J,2
100315,1,M,J,2
100319,2,M,J,2
100322,1,M,J,2
100323,3,H,J,4
100327,1,M,J,2
100331,1,M,J,2
100339,2,H,J,4
100340,1,M,J,2
100343,3,H,J,4
100345,2,M,J,2
100353,1,H,J,4
100361,1,H,J,4
100362,1,M,J,2
100365,3,M,J,2
100366,1,M,J,2
100388,2,mixed,J,3
100397,4,O,O,0
100398,2,O,O,0
100408,6,O,O,0
100412,1,M,J,2
100415,3,M,J,2
100416,1,M,J,2
100417,2,M,J,2
100420,5,O,O,0
100423,2,O,O,0
100424,2,M,J,2
100425,2,O,O,0
100426,16,O,O,0
100428,1,O,O,0
100429,2,O,O,0
100440,1,O,O,0
100441,2,O,O,0
100445,5,O,O,0
100446,5,O,O,0
100452,1,O,O,0
100462,1,O,O,0
100465,5,M,J,2
100476,1,M,J,2
100477,4,M,J,2
100485,1,M,J,2
100491,6,O,O,0
100494,2,O,O,0
100495,1,O,O,0
100498,2,O,O,0
100499,1,A,A,1
100516,1,O,O,0
100519,10,O,O,0
100528,3,O,O,0
100529,10,O,O,0
100534,2,O,O,0
100545,3,M,J,2
100550,1,M,J,2
100556,1,O,O,0
100559,3,M,J,2
100563,1,M,J,2
100564,3,O,O,0
100566,1,O,O,0
100568,3,O,O,0
100570,1,O,O,0
100571,1,O,O,0
100574,5,O,O,0
100584,2,O,O,0
100592,1,O,O,0
100593,8,O,O,0
100603,1,O,O,0
100605,13,O,O,0
100606,1,O,O,0
100608,6,O,O,0
100610,8,O,O,0
100624,1,O,O,0
100628,4,M,J,2
100639,1,M,J,2
100645,1,M,J,2
100647,10,O,O,0
100648,5,O,O,0
100651,3,M,J,2
100660,1,H,J,4
100663,1,O,O,0
100666,4,O,O,0
100687,1,M,J,2
100693,3,M,J,2
100698,1,O,O,0
100722,1,O,O,0
100723,2,O,O,0
100726,1,O,O,0
100727,5,O,O,0
100760,1,H,J,4
100770,2,H,J,4
100779,4,O,O,0
100780,2,O,O,0
100782,6,O,O,0
100787,1,O,O,0
100794,2,O,O,0
100795,3,M,J,2
100802,2,H,J,4
100806,2,H,J,4
100807,8,O,O,0
100812,1,H,J,4
100813,1,H,J,4
100818,2,M,J,2
100843,1,O,O,0
100860,9,H,J,4
100864,2,mixed,J,3
100868,2,H,J,4
100872,4,mixed,J,3
100894,12,O,O,0
100895,1,O,O,0
100902,3,M,J,2
100909,2,mixed,J,3
100910,1,M,J,2
100911,4,O,O,0
100938,2,mixed,J,3
100982,4,M,J,2
101145,1,M,J,2
101477,5,M,J,2
101733,3,H,J,4
101923,3,M,J,2
102178,3,M,J,2
102228,4,M,J,2
102244,3,M,J,2
102640,3,M,J,2
102657,3,M,J,2
102699,2,M,J,2
102723,2,mixed,J,3
102764,7,O,O,0
102830,3,M,J,2
102962,4,M,J,2
103044,3,M,J,2
103291,2,M,J,2
103366,4,mixed,J,3
103382,1,M,J,2
103416,1,H,J,4
103424,2,H,J,4
103473,1,H,J,4
103614,6,O,O,0
103689,2,M,J,2
104026,3,M,J,2
104281,6,M,J,2
104596,2,M,J,2
104646,2,mixed,J,3
104927,3,H,J,4
105296,3,H,J,4
105338,2,mixed,J,3
105569,3,M,J,2
105742,3,A,A,1
105767,2,A,A,1
105791,2,A,A,1
105965,3,O,O,0
105999,4,O,O,0
106013,4,O,O,0
106237,2,A,A,1
106286,10,O,O,0
106385,4,O,O,0
106690,2,mixed,J,3
106856,1,M,J,2
107193,5,H,J,4
107342,4,M,J,2
107540,3,H,J,4
107813,3,M,J,2
107839,3,H,J,4
108068,5,M,J,2
108134,2,M,J,2
109165,4,mixed,J,3
109470,2,M,J,2
109728,11,H,J,4
109850,1,M,J,2
110247,3,H,J,4
110460,3,M,J,2
111039,2,H,J,4
111773,4,A,A,1
112532,1,H,J,4
112854,4,H,J,4
113654,3,M,J,2
114421,2,H,J,4
114611,20,O,O,0
114827,3,H,J,4
115030,3,M,J,2
115238,2,M,J,2
115311,3,M,J,2
115436,2,M,J,2
116137,5,H,J,4
116228,2,H,J,4
116301,1,M,J,2
116541,5,H,J,4
116822,4,M,J,2
117481,7,H,J,4
119388,2,A,A,1
119594,4,M,J,2
119602,4,H,J,4
119941,10,H,J,4
119990,7,H,J,4
120345,1,H,J,4
120352,1,H,J,4
120394,2,H,J,4
120808,7,H,J,4
120816,7,H,J,4
120899,2,H,J,4
121038,11,H,J,4
121558,4,H,J,4
121889,4,O,O,0
121947,1,H,J,4
122564,8,H,J,4
122952,3,H,J,4
123315,5,H,J,4
124289,1,H,J,4
124610,3,M,J,2
124636,4,M,J,2
124826,5,A,A,1
124917,3,H,J,4
124941,2,H,J,4
124974,11,A,A,1
125427,6,A,A,1
125690,1,M,J,2
125716,6,H,J,4
126409,31,O,O,0
126599,4,M,J,2
127019,6,M,J,2
127084,3,M,J,2
127258,2,M,J,2
127597,1,H,J,4
128173,3,H,J,4
128603,9,H,J,4
129197,3,H,J,4
129270,3,M,J,2
130260,4,H,J,4
130526,11,O,O,0
130781,4,H,J,4
131607,12,M,J,2
131821,1,H,J,4
131953,1,H,J,4
132233,2,H,J,4
133751,5,H,J,4
133850,5,H,J,4
134163,70,A,A,1
134403,3,M,J,2
134908,3,H,J,4
135004,3,H,J,4
135665,2,H,J,4
135756,2,M,J,2
135913,2,M,J,2
136044,1,M,J,2
136077,1,H,J,4
136317,3,M,J,2
136390,5,H,J,4
136424,3,M,J,2
137182,2,mixed,J,3
137638,1,O,O,0
137653,2,M,J,2
138008,4,mixed,J,3
138461,1,M,J,2
139006,4,H,J,4
139303,5,A,A,1
139626,1,H,J,4
142752,3,M,J,2
142976,3,H,J,4
143362,3,M,J,2
143594,3,H,J,4
144931,3,M,J,2
145300,1,M,J,2
145706,5,H,J,4
146449,2,O,O,0
147074,2,M,J,2
147934,1,M,J,2
148619,4,M,J,2
148817,14,O,O,0
149435,2,M,J,2
149807,2,A,A,1
149856,1,A,A,1
150151,6,M,J,2
150847,2,M,J,2
151894,5,H,J,4
152629,2,M,J,2
153353,2,A,A,1
153809,4,H,J,4
153908,3,H,J,4
154146,2,H,J,4
154260,3,H,J,4
154286,5,H,J,4
154435,10,O,O,0
155150,5,M,J,2
155333,6,H,J,4
155556,1,M,J,2
156166,3,O,O,0
156307,5,M,J,2
156364,4,M,J,2
156562,4,O,O,0
157230,2,A,A,1
157420,5,O,O,0
157917,6,A,A,1
158287,3,H,J,4
158477,4,H,J,4
158840,5,H,J,4
158964,5,M,J,2
159020,2,M,J,2
159848,4,H,J,4
160804,2,M,J,2
160960,4,M,J,2
160986,3,M,J,2
161034,2,H,J,4
161596,4,M,J,2
162156,3,A,A,1
163212,3,M,J,2
163220,1,H,J,4
163543,4,H,J,4
163865,3,M,J,2
164046,6,H,J,4
164533,2,O,O,0
166553,3,H,J,4
166728,4,A,A,1
167783,1,H,J,4
168328,3,M,J,2
168500,4,H,J,4
168518,1,H,J,4
168583,2,M,J,2
168807,10,H,J,4
169292,2,H,J,4
169730,2,H,J,4
169870,3,O,O,0
169904,10,H,J,4
169995,3,H,J,4
170472,3,M,J,2
170944,1,M,J,2
171066,7,H,J,4
171249,3,H,J,4
171629,3,H,J,4
171819,2,H,J,4
171884,2,H,J,4
172536,2,M,J,2
172544,2,M,J,2
173740,1,M,J,2
173781,2,H,J,4
174136,24,O,O,0
174532,13,O,O,0
174920,3,H,J,4
175083,3,H,J,4
175208,3,A,A,1
175257,1,A,A,1
177113,1,H,J,4
177519,2,H,J,4
177857,4,H,J,4
178558,1,H,J,4
179432,1,H,J,4
180083,4,H,J,4
180109,3,H,J,4
180364,1,H,J,4
180570,6,H,J,4
181842,3,H,J,4
181891,2,A,A,1
182287,4,H,J,4
182469,19,A,A,1
182527,3,H,J,4
182808,1,H,J,4
182816,3,A,A,1
182824,1,A,A,1
182972,4,M,J,2
183178,3,M,J,2
183525,59,A,A,1
183905,1,H,J,4
185272,9,A,A,1
185488,1,H,J,4
186700,4,O,O,0
187583,2,H,J,4
187716,5,H,J,4
187864,7,O,O,0
188177,5,H,J,4
188508,13,O,O,0
189118,3,O,O,0
189308,4,H,J,4
189514,4,M,J,2
189571,1,A,A,1
191833,4,M,J,2
192336,3,M,J,2
192815,6,M,J,2
193110,2,H,J,4
193383,15,A,A,1
193524,1,H,J,4
194217,2,mixed,J,3
194670,1,M,J,2
194720,5,M,J,2
195792,3,H,J,4
195891,1,H,J,4
195990,3,M,J,2
196006,3,M,J,2
196048,3,M,J,2
196139,2,H,J,4
196444,4,M,J,2
196469,1,H,J,4
197194,2,M,J,2
197517,1,H,J,4
197590,16,A,A,1
197772,9,H,J,4
198275,6,H,J,4
198416,4,H,J,4
198523,6,H,J,4
198754,2,H,J,4
199000,38,A,A,1
199323,2,M,J,2
199778,8,A,A,1
200000,20,H,J,4
200001,2,M,J,2
200451,5,M,J,2
200915,7,M,J,2
201000,27,M,J,2
201023,3,M,J,2
201036,1,M,J,2
201037,1,M,J,2
201040,1,M,J,2
201041,2,M,J,2
201047,2,M,J,2
201048,2,M,J,2
201052,4,H,J,4
201061,3,H,J,4
201269,3,M,J,2
201434,3,M,J,2
201491,6,M,J,2
201509,4,M,J,2
201749,3,M,J,2
201814,11,M,J,2
202000,6,M,J,2
202077,1,M,J,2
202226,3,M,J,2
202242,2,H,J,4
202267,3,M,J,2
202333,3,M,J,2
202457,4,H,J,4
202580,1,H,J,4
202655,1,H,J,4
202895,3,H,J,4
203620,3,M,J,2
203661,2,M,J,2
203877,4,H,J,4
204164,5,M,J,2
204370,2,M,J,2
204768,2,M,J,2
204826,4,H,J,4
204974,3,M,J,2
205641,3,A,A,1
205799,3,M,J,2
205930,1,A,A,1
206250,3,M,J,2
206268,1,M,J,2
206359,2,M,J,2
206466,4,M,J,2
206599,1,M,J,2
206953,4,mixed,J,3
207043,2,M,J,2
207092,2,H,J,4
207126,2,H,J,4
207290,3,M,J,2
207480,4,M,J,2
208587,2,H,J,4
208645,3,M,J,2
208918,4,M,J,2
209791,5,M,J,2
210393,1,M,J,2
210617,2,M,J,2
212449,56,A,A,1
212639,1,H,J,4
213496,1,H,J,4
215418,1,A,A,1
215533,1,A,A,1
215848,4,A,A,1
215913,1,H,J,4
216127,3,H,J,4
217240,5,H,J,4
221127,7,M,J,2
221317,3,M,J,2
221481,6,H,J,4
221606,2,M,J,2
221622,2,H,J,4
221853,4,M,J,2
221861,1,M,J,2
222190,7,O,O,0
222844,7,O,O,0
223727,1,H,J,4
223750,3,H,J,4
223768,3,H,J,4
223784,1,M,J,2
223867,76,A,A,1
223875,2,A,A,1
223891,9,O,O,0
223909,4,M,J,2
224030,6,O,O,0
224188,2,M,J,2
224238,2,H,J,4
224451,1,M,J,2
224568,2,O,O,0
225458,3,O,O,0
225573,2,mixed,J,3
225631,2,H,J,4
225656,1,H,J,4
226712,4,H,J,4
226761,2,H,J,4
227504,2,M,J,2
228957,4,M,J,2
229484,3,M,J,2
230219,2,M,J,2
230565,2,A,A,1
231621,1,H,J,4
232330,5,O,O,0
232363,8,O,O,0
232678,5,H,J,4
233346,4,mixed,J,3
234419,2,A,A,1
234773,3,A,A,1
234955,5,H,J,4
234989,2,mixed,J,3
235424,6,H,J,4
235432,3,M,J,2
235960,8,M,J,2
236034,4,H,J,4
237776,4,O,O,0
238287,3,O,O,0
238667,2,H,J,4
239004,1,H,J,4
239137,1,H,J,4
239152,7,H,J,4
239343,3,H,J,4
239517,2,H,J,4
239913,4,M,J,2
240416,3,M,J,2
241331,1,A,A,1
241463,2,mixed,J,3
241851,3,H,J,4
243097,4,H,J,4
243436,2,M,J,2
243881,4,M,J,2
244723,2,mixed,J,3
245357,3,O,O,0
246132,5,M,J,2
246215,3,H,J,4
246264,3,H,J,4
246306,53,A,A,1
246512,4,M,J,2
246603,4,H,J,4
246827,5,H,J,4
247692,6,M,J,2
247965,2,H,J,4
248310,4,M,J,2
249128,2,A,A,1
267039,1,H,J,4
267369,4,H,J,4
267591,3,A,A,1
267641,4,H,J,4
267690,3,H,J,4
267781,4,mixed,J,3
281642,2,H,J,4
282400,3,H,J,4
282459,1,M,J,2
288001,8,O,O,0
297184,6,O,O,0
297788,2,M,J,2
297846,8,H,J,4
297879,8,H,J,4
298703,20,A,A,1
299263,3,M,J,2
299404,3,M,J,2
299560,3,M,J,2
299578,2,H,J,4
300004,3,O,O,0
300459,1,M,J,2
300467,1,M,J,2
300673,2,M,J,2
300814,3,M,J,2
300913,2,H,J,4
300996,1,M,J,2
301598,3,A,A,1
301671,4,A,A,1
302083,3,M,J,2
302273,3,M,J,2
302513,1,M,J,2
302661,3,M,J,2
303032,7,M,J,2
303479,4,M,J,2
303602,3,M,J,2
303727,2,M,J,2
303990,2,M,J,2
304238,2,H,J,4
304337,2,M,J,2
304485,3,M,J,2
304683,3,M,J,2
305300,1,M,J,2
305680,3,M,J,2
305748,3,M,J,2
305961,3,M,J,2
306084,6,M,J,2
306126,3,M,J,2
306357,3,H,J,4
306852,1,M,J,2
307025,2,mixed,J,3
307033,1,H,J,4
307058,3,M,J,2
307108,1,M,J,2
307314,1,M,J,2
307322,1,H,J,4
307975,5,H,J,4
308064,2,M,J,2
308627,4,H,J,4
309013,7,M,J,2
309658,1,M,J,2
309690,2,mixed,J,3
309914,3,M,J,2
309971,14,A,A,1
311274,8,H,J,4
314765,4,H,J,4
314872,8,M,J,2
316174,3,M,J,2
316257,4,H,J,4
316273,2,M,J,2
316471,1,H,J,4
317917,6,M,J,2
317933,8,H,J,4
318766,6,H,J,4
318774,6,H,J,4
318899,3,H,J,4
318964,2,mixed,J,3
318972,2,mixed,J,3
319624,3,M,J,2
319954,7,H,J,4
320143,1,H,J,4
320176,6,H,J,4
320416,3,H,J,4
320838,1,H,J,4
323303,2,H,J,4
326272,1,M,J,2
327338,3,M,J,2
327353,3,H,J,4
327841,21,A,A,1
328716,2,H,J,4
330746,10,H,J,4
330811,4,H,J,4
330829,12,H,J,4
331462,3,H,J,4
331470,4,M,J,2
331488,3,M,J,2
331520,1,M,J,2
331546,3,M,J,2
332312,2,H,J,4
332387,2,mixed,J,3
333401,4,H,J,4
333468,5,M,J,2
333484,6,M,J,2
333914,10,M,J,2
334037,3,M,J,2
334458,1,M,J,2
334599,4,H,J,4
334607,6,M,J,2
334649,1,M,J,2
334953,1,H,J,4
335158,1,M,J,2
335281,1,M,J,2
335307,2,M,J,2
335356,1,M,J,2
335513,1,H,J,4
335901,3,H,J,4
336065,4,M,J,2
336099,4,M,J,2
336313,4,M,J,2
336388,3,M,J,2
338863,2,H,J,4
339804,2,H,J,4
342188,5,H,J,4
342782,4,H,J,4
344895,1,H,J,4
345959,2,H,J,4
348599,25,A,A,1
348904,5,H,J,4
348987,1,M,J,2
349548,7,H,J,4
349936,2,H,J,4
350058,5,A,A,1
350413,2,M,J,2
351049,5,H,J,4
351452,3,M,J,2
351759,7,H,J,4
351767,3,H,J,4
352070,7,M,J,2
353334,1,H,J,4
353771,1,H,J,4
354050,1,H,J,4
355123,3,H,J,4
355172,1,H,J,4
355784,3,M,J,2
355990,3,M,J,2
356238,4,M,J,2
356600,2,M,J,2
356642,2,H,J,4
356816,3,M,J,2
356865,2,M,J,2
357046,2,O,O,0
357210,3,H,J,4
357640,1,H,J,4
357681,1,H,J,4
357996,3,H,J,4
358176,3,H,J,4
358218,8,H,J,4
358283,6,H,J,4
358416,10,H,J,4
359406,1,H,J,4
361105,4,H,J,4
361972,3,H,J,4
363960,2,H,J,4
364026,6,H,J,4
364034,3,H,J,4
364158,15,H,J,4
364281,9,H,J,4
365205,3,H,J,4
365478,19,H,J,4
365601,18,H,J,4
366252,4,A,A,1
366427,10,O,O,0
367755,1,M,J,2
367862,8,O,O,0
367904,6,H,J,4
368639,2,H,J,4
369769,1,H,J,4
370296,5,M,J,2
370338,3,M,J,2
370429,2,H,J,4
370460,6,M,J,2
370692,2,H,J,4
371070,2,H,J,4
371468,7,M,J,2
371567,4,M,J,2
371856,2,M,J,2
372292,2,mixed,J,3
372623,2,A,A,1
373324,1,H,J,4
373373,4,H,J,4
373472,13,H,J,4
373530,4,H,J,4
373720,1,H,J,4
374090,4,H,J,4
374959,5,H,J,4
375253,4,H,J,4
375501,7,H,J,4
377325,10,H,J,4
377341,5,M,J,2
377721,5,H,J,4
377739,2,H,J,4
377770,6,H,J,4
377861,1,H,J,4
377895,4,H,J,4
378158,3,H,J,4
378299,5,H,J,4
378307,4,H,J,4
378992,6,H,J,4
379313,2,M,J,2
379461,3,H,J,4
380451,1,H,J,4
381582,2,H,J,4
382002,13,A,A,1
382176,3,H,J,4
382184,1,H,J,4
382523,3,H,J,4
382945,11,H,J,4
382978,3,M,J,2
383646,13,H,J,4
383661,3,A,A,1
400040,2,M,J,2
400048,1,O,O,0
400052,2,O,O,0
400102,10,O,O,0
400172,2,O,O,0
400238,3,O,O,0
400239,7,O,O,0
400256,2,O,O,0
400322,8,O,O,0
400365,3,H,J,4
400395,8,O,O,0
400495,1,H,J,4
400505,1,M,J,2
400796,2,A,A,1
400811,3,O,O,0
401000,25,A,A,1
401075,9,A,A,1
402909,2,M,J,2
403204,1,M,J,2
403568,3,M,J,2
403600,4,A,A,1
403618,4,A,A,1
403667,4,A,A,1
403733,3,M,J,2
403758,2,M,J,2
404244,2,M,J,2
404475,2,M,J,2
404541,3,M,J,2
404624,2,M,J,2
404764,2,A,A,1
404889,2,H,J,4
405118,4,H,J,4
405258,3,H,J,4
405266,10,M,J,2
405365,1,M,J,2
405712,15,M,J,2
405852,2,M,J,2
405910,3,H,J,4
405936,1,H,J,4
406579,2,mixed,J,3
406751,3,M,J,2
406785,5,H,J,4
406967,4,H,J,4
407122,8,H,J,4
407262,5,M,J,2
407288,1,H,J,4
408153,5,M,J,2
408237,4,H,J,4
408658,2,H,J,4
409284,3,M,J,2
417337,1,A,A,1
417469,4,H,J,4
417535,1,H,J,4
417816,11,M,J,2
418012,3,M,J,2
418509,6,H,J,4
418574,4,M,J,2
418681,4,H,J,4
418798,11,H,J,4
418871,5,H,J,4
419002,4,M,J,2
419077,3,M,J,2
419150,1,M,J,2
419341,3,H,J,4
419879,5,M,J,2
419937,3,H,J,4
419986,3,H,J,4
420893,3,H,J,4
421164,2,M,J,2
421354,6,H,J,4
421644,1,M,J,2
421743,1,H,J,4
421826,5,H,J,4
421941,2,H,J,4
422105,1,H,J,4
422204,5,H,J,4
422485,5,H,J,4
422535,2,H,J,4
422659,3,M,J,2
422956,5,H,J,4
423111,1,M,J,2
423335,1,H,J,4
423418,3,H,J,4
423434,3,H,J,4
423632,2,H,J,4
423814,12,H,J,4
423913,5,H,J,4
424119,2,H,J,4
424325,2,H,J,4
424564,3,H,J,4
424739,1,H,J,4
425413,2,M,J,2
425488,2,M,J,2
425702,1,M,J,2
425736,2,M,J,2
426452,3,H,J,4
426460,2,mixed,J,3
426676,1,M,J,2
426775,3,M,J,2
426890,2,H,J,4
426932,3,H,J,4
426957,1,H,J,4
427500,3,M,J,2
427633,1,H,J,4
427799,1,M,J,2
428185,3,M,J,2
